Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
5021,45,0,Travel Rarely,Network Administration,26,Master's,4,Female,100898,2,2,Manager,5,Married,4,No,85,12,1,3,9,0,0.23076923076923078,3,50449.0,0.3333333333333333,3.0,12,0,Career growth is good,0.7,0.024649605535510516,2.4649605535510517,Low Risk,35.72911068592077,Low,2.4649605535510517,40-50
5022,53,0,Travel Frequently,Data Science,23,Degree,4,Female,157492,4,4,Consultant,3,Married,7,Yes,4,0,4,1,3,2,1.0,-1,39373.0,inf,3.0,-2,0,Good work life balance,0.7,0.009545544412055981,0.9545544412055981,Low Risk,29.580215489624518,Low,0.9545544412055981,50-60
5023,30,0,Travel Frequently,Network Administration,46,Graduation,4,Male,39407,4,7,IT,3,Single,10,No,65,9,3,5,6,8,0.5,-3,5629.571428571428,1.1111111111111112,1.2,1,0,Career growth is good,0.7,0.023879351537544998,2.3879351537545,Low Risk,29.833165027133145,Low,2.3879351537545,18-30
5024,49,0,Travel Rarely,IT Services,22,Degree,5,Female,73860,1,2,IT,1,Single,0,No,74,16,2,0,6,8,0.0,-8,36930.0,0.0,inf,8,0,I am happy with my team,0.8,0.0010250350260614094,0.10250350260614094,Low Risk,82.37103002987168,High,0.10250350260614094,40-50
5025,53,0,No Travel,Software Development,27,Master's,5,Female,184316,3,6,Technician,1,Single,2,No,4,2,3,8,6,5,2.6666666666666665,3,30719.333333333332,1.0,0.75,-3,0,Career growth is good,0.7,0.002306097831759916,0.23060978317599162,Low Risk,58.864225255854585,Medium,0.23060978317599162,50-60
5026,54,1,Travel Rarely,Software Development,25,Master's,1,Male,191411,1,5,Software Engineer,5,Married,1,No,43,13,1,3,4,7,0.21428571428571427,-4,38282.2,0.07692307692307693,1.3333333333333333,6,0,High stress workload,0.16,0.936470395158434,93.6470395158434,High Risk,63.58477167926648,Medium,93.6470395158434,50-60
5027,43,0,Travel Rarely,Software Development,36,Graduation,5,Male,127810,4,4,HR,5,Single,7,No,4,3,1,0,8,7,0.0,-7,31952.5,2.3333333333333335,inf,-4,0,I am happy with my team,0.8,0.0006866338738654376,0.06866338738654376,Low Risk,11.776822950715275,Low,0.06866338738654376,40-50
5028,39,0,No Travel,Data Science,4,Below College,1,Female,140628,1,4,Technician,1,Single,0,No,71,11,4,1,1,2,0.08333333333333333,-1,35157.0,0.0,1.0,9,0,Good work life balance,0.7,0.05285441489814957,5.285441489814957,Low Risk,83.28566614526146,High,5.285441489814957,30-40
5029,21,0,Travel Rarely,Software Development,32,Degree,4,Female,125262,4,1,Business Analyst,2,Single,1,Yes,66,9,3,8,6,6,0.8,2,125262.0,0.1111111111111111,0.75,3,0,Career growth is good,0.7,0.0015409191232827297,0.15409191232827296,Low Risk,38.262486808057936,Low,0.15409191232827296,18-30
5030,48,0,Travel Frequently,Cyber Security,9,Master's,3,Male,146938,3,1,QA Analyst,4,Single,8,No,76,6,5,3,9,2,0.42857142857142855,1,146938.0,1.3333333333333333,3.0,4,0,I am happy with my team,0.8,0.06816618901987277,6.816618901987277,Low Risk,33.55587392388011,Low,6.816618901987277,40-50
5031,35,0,Travel Rarely,Data Science,2,Graduation,3,Female,158555,4,8,Support,5,Divorced,9,No,18,8,5,5,5,6,0.5555555555555556,-1,19819.375,1.125,1.0,2,0,Supportive management,0.5,0.002994148120047801,0.2994148120047801,Low Risk,11.817543790353783,Low,0.2994148120047801,30-40
5032,55,0,Travel Frequently,Network Administration,42,Degree,5,Male,82495,1,5,Business Analyst,4,Married,8,Yes,1,10,2,0,8,4,0.0,-4,16499.0,0.8,inf,6,0,Supportive management,0.5,0.22880004044711177,22.88000404471118,Low Risk,59.920000713772566,Medium,22.88000404471118,50-60
5033,41,0,Travel Rarely,IT Services,50,Graduation,4,Male,54065,5,7,Software Engineer,5,Divorced,0,No,1,3,1,8,10,8,2.0,0,7723.571428571428,0.0,1.25,-5,0,Good work life balance,0.7,0.0031122454713072823,0.3112245471307282,Low Risk,0.05492197890542262,Low,0.3112245471307282,40-50
5034,40,0,Travel Rarely,Data Science,39,Below College,4,Female,148330,4,1,Developer,5,Married,7,No,33,20,5,7,10,6,0.3333333333333333,1,148330.0,0.35,1.4285714285714286,14,0,Supportive management,0.5,0.00521227777153271,0.521227777153271,Low Risk,11.856687254791753,Low,0.521227777153271,30-40
5035,39,1,Travel Rarely,IT Services,46,Master's,1,Male,156197,5,7,HR,5,Divorced,10,No,99,16,4,6,1,6,0.35294117647058826,0,22313.85714285714,0.625,0.16666666666666666,10,0,High stress workload,0.16,0.5939066984299315,59.39066984299315,Medium Risk,10.480706442881143,Low,59.39066984299315,30-40
5036,19,0,Travel Rarely,Data Science,25,Graduation,1,Female,84751,5,1,QA Analyst,5,Single,6,No,78,19,2,8,5,8,0.4,0,84751.0,0.3157894736842105,0.625,11,0,Career growth is good,0.7,0.0017217258540667979,0.1721725854066798,Low Risk,0.0303833974247082,Low,0.1721725854066798,18-30
5037,48,0,Travel Rarely,Network Administration,47,Master's,4,Male,77479,5,2,Director,2,Single,3,Yes,4,14,5,0,10,1,0.0,-1,38739.5,0.21428571428571427,inf,13,0,Career growth is good,0.7,0.0010337689702716998,0.10337689702716998,Low Risk,26.48883121712244,Low,0.10337689702716998,40-50
5038,28,0,No Travel,IT Services,10,Graduation,5,Female,69417,1,8,IT,2,Divorced,6,No,61,11,3,9,5,1,0.75,8,8677.125,0.5454545454545454,0.5555555555555556,10,0,Good work life balance,0.7,0.019592364573097824,1.9592364573097825,Low Risk,73.87515937481936,High,1.9592364573097825,18-30
5039,45,0,Travel Rarely,Data Science,37,Graduation,5,Male,84447,1,2,Technician,4,Divorced,9,Yes,96,3,5,0,3,7,0.0,-7,42223.5,3.0,inf,-4,0,Career growth is good,0.7,0.0009594219098928749,0.0959421909892875,Low Risk,55.89928391605693,Medium,0.0959421909892875,40-50
5040,63,0,No Travel,IT Services,25,PhD,4,Male,138015,3,2,Developer,1,Single,9,No,9,15,4,0,1,2,0.0,-2,69007.5,0.6,inf,13,0,Good work life balance,0.7,0.006859434277103335,0.6859434277103336,Low Risk,58.94457825194889,Medium,0.6859434277103336,
5041,49,0,Travel Rarely,Software Development,40,Degree,3,Male,65797,4,5,HR,4,Single,0,Yes,91,16,5,4,8,2,0.23529411764705882,2,13159.4,0.0,2.0,14,0,I am happy with my team,0.8,0.006546927720697203,0.6546927720697203,Low Risk,20.703769312718187,Low,0.6546927720697203,40-50
5042,22,1,Travel Rarely,Software Development,29,Degree,3,Male,133075,2,8,Consultant,2,Divorced,2,No,1,2,2,10,10,4,3.3333333333333335,6,16634.375,1.0,1.0,-2,0,No promotion opportunities,0.0,0.8440791481445822,84.40791481445822,High Risk,76.66022026137497,High,84.40791481445822,18-30
5043,55,1,No Travel,Software Development,37,Master's,1,Male,82330,5,7,HR,2,Married,1,No,49,5,5,8,4,8,1.3333333333333333,0,11761.42857142857,0.2,0.5,-3,0,No promotion opportunities,0.0,0.7207441043928358,72.07441043928358,High Risk,39.18960184222651,Low,72.07441043928358,50-60
5044,27,0,No Travel,Cyber Security,5,Graduation,4,Male,122184,4,6,Director,3,Divorced,7,No,75,16,1,10,1,0,0.5882352941176471,10,20364.0,0.4375,0.1,16,0,Supportive management,0.5,0.010779275973753197,1.0779275973753197,Low Risk,29.601987223066235,Low,1.0779275973753197,18-30
5045,57,0,Travel Rarely,Software Development,14,Degree,3,Male,59095,5,8,Support,3,Divorced,8,No,5,2,4,5,9,4,1.6666666666666667,1,7386.875,4.0,1.8,-2,0,Good work life balance,0.7,0.025617265014907624,2.5617265014907624,Low Risk,18.09912820614543,Low,2.5617265014907624,50-60
5046,63,0,No Travel,Software Development,33,Graduation,5,Male,74412,3,6,Technician,5,Divorced,4,No,31,11,1,1,2,8,0.08333333333333333,-7,12402.0,0.36363636363636365,2.0,3,0,Good work life balance,0.7,0.0123468427763883,1.23468427763883,Low Risk,23.747297225465676,Low,1.23468427763883,
5047,41,0,Travel Rarely,Network Administration,27,Master's,2,Male,70683,1,7,HR,3,Divorced,4,No,3,5,3,9,1,2,1.5,7,10097.57142857143,0.8,0.1111111111111111,3,0,Supportive management,0.5,0.20809641144911847,20.809641144911847,Low Risk,68.37817196674915,Medium,20.809641144911847,40-50
5048,52,0,Travel Rarely,IT Services,5,Degree,2,Male,58419,2,7,Manager,1,Divorced,4,Yes,73,10,1,3,1,5,0.2727272727272727,-2,8345.57142857143,0.4,0.3333333333333333,5,0,Career growth is good,0.7,0.34451521705419047,34.45152170541905,Low Risk,76.66791559507395,High,34.45152170541905,50-60
5049,61,0,Travel Rarely,IT Services,44,Graduation,4,Male,120057,1,7,Manager,4,Single,0,Yes,22,3,3,2,0,6,0.5,-4,17151.0,0.0,0.0,-3,0,Good work life balance,0.7,0.03708742255974288,3.708742255974288,Low Risk,56.53683686870134,Medium,3.708742255974288,
5050,40,0,No Travel,Software Development,15,Master's,1,Male,186826,3,6,Director,4,Divorced,0,Yes,4,13,1,1,8,5,0.07142857142857142,-4,31137.666666666668,0.0,8.0,8,0,Good work life balance,0.7,0.41268815971346057,41.26881597134606,Medium Risk,39.635673406708136,Low,41.26881597134606,30-40
5051,34,0,No Travel,IT Services,3,Degree,2,Female,46872,3,4,Help Desk,2,Single,7,No,9,1,2,9,1,2,4.5,7,11718.0,7.0,0.1111111111111111,-1,0,Career growth is good,0.7,0.011672995865852619,1.167299586585262,Low Risk,50.205994044691515,Medium,1.167299586585262,30-40
5052,18,0,Travel Rarely,Data Science,1,Degree,5,Female,126677,5,3,Developer,4,Single,7,No,13,14,2,3,6,8,0.2,-5,42225.666666666664,0.5,2.0,6,0,I am happy with my team,0.8,1.612184300212018e-05,0.001612184300212018,Low Risk,8.823813914876508,Low,0.001612184300212018,
5053,48,0,Travel Frequently,Software Development,24,Below College,5,Male,66304,1,5,QA Analyst,1,Divorced,1,Yes,68,1,2,5,4,6,2.5,-1,13260.8,1.0,0.8,-5,0,Career growth is good,0.7,0.025815829719989504,2.5815829719989503,Low Risk,82.80851464211746,High,2.5815829719989503,40-50
5054,48,0,No Travel,Software Development,12,PhD,5,Male,62876,1,4,HR,3,Divorced,2,Yes,68,4,3,3,10,4,0.6,-1,15719.0,0.5,3.3333333333333335,0,0,I am happy with my team,0.8,0.006046268879490267,0.6046268879490266,Low Risk,64.81258121552041,Medium,0.6046268879490266,40-50
5055,59,1,Travel Rarely,Cyber Security,45,PhD,2,Female,197333,2,1,Developer,3,Divorced,1,Yes,40,18,5,4,2,4,0.21052631578947367,0,197333.0,0.05555555555555555,0.5,14,0,High stress workload,0.16,0.9858749096640493,98.58749096640493,High Risk,70.33896899407145,High,98.58749096640493,50-60
5056,59,1,Travel Frequently,Data Science,14,Degree,3,Male,86024,4,5,Technician,1,Married,7,Yes,57,12,3,7,6,7,0.5384615384615384,0,17204.8,0.5833333333333334,0.8571428571428571,5,0,High stress workload,0.16,0.666210306059996,66.6210306059996,Medium Risk,58.81547598929405,Medium,66.6210306059996,50-60
5057,51,0,Travel Rarely,Software Development,42,Degree,5,Male,158908,3,8,Consultant,3,Married,8,No,99,19,2,3,5,6,0.15,-3,19863.5,0.42105263157894735,1.6666666666666667,13,0,Good work life balance,0.7,0.037322227689418654,3.7322227689418654,Low Risk,41.835098135695624,Medium,3.7322227689418654,50-60
5058,26,1,Travel Rarely,Software Development,20,Graduation,1,Male,153732,5,4,QA Analyst,5,Single,8,No,53,1,4,5,2,5,2.5,0,38433.0,8.0,0.4,-4,0,Poor management support,-0.4,0.4386820241470986,43.86820241470986,Medium Risk,7.741447484948799,Low,43.86820241470986,18-30
5059,39,0,Travel Frequently,IT Services,14,Graduation,4,Female,163454,2,5,Developer,4,Divorced,5,No,45,17,2,9,4,6,0.5,3,32690.8,0.29411764705882354,0.4444444444444444,11,0,I am happy with my team,0.8,0.002284354971247325,0.2284354971247325,Low Risk,44.15795920537495,Medium,0.2284354971247325,30-40
5060,30,0,Travel Rarely,Software Development,14,Degree,4,Male,41887,1,1,Support,3,Single,10,Yes,73,5,1,4,9,3,0.6666666666666666,1,41887.0,2.0,2.25,2,0,Supportive management,0.5,0.03317640732640361,3.317640732640361,Low Risk,65.29134836458358,Medium,3.317640732640361,18-30
5061,42,0,Travel Rarely,Software Development,45,Graduation,4,Female,92068,5,1,Help Desk,4,Divorced,9,No,52,17,1,5,2,8,0.2777777777777778,-3,92068.0,0.5294117647058824,0.4,9,0,Good work life balance,0.7,0.0014392463769056303,0.14392463769056305,Low Risk,8.848927877239511,Low,0.14392463769056305,40-50
5062,35,0,Travel Rarely,Software Development,35,PhD,3,Male,148900,3,8,Technician,1,Divorced,9,No,33,16,1,0,9,1,0.0,-1,18612.5,0.5625,inf,15,0,Good work life balance,0.7,0.3724212278127563,37.242122781275626,Low Risk,65.39566872610746,Medium,37.242122781275626,30-40
5063,29,0,Travel Frequently,Software Development,19,Graduation,4,Female,61806,3,5,QA Analyst,3,Divorced,5,No,77,0,2,10,2,1,10.0,9,12361.2,inf,0.2,-1,0,Career growth is good,0.7,0.0036896331869086733,0.36896331869086735,Low Risk,41.24158176212192,Medium,0.36896331869086735,18-30
5064,57,0,Travel Rarely,Cyber Security,20,Master's,4,Female,87831,4,6,QA Analyst,5,Single,8,No,34,15,5,4,5,8,0.25,-4,14638.5,0.5333333333333333,1.25,7,0,Supportive management,0.5,0.001761295462485966,0.17612954624859659,Low Risk,11.795787566985046,Low,0.17612954624859659,50-60
5065,34,1,Travel Rarely,Data Science,42,Graduation,2,Male,40857,1,5,Manager,5,Married,4,No,87,19,1,1,6,5,0.05,-4,8171.4,0.21052631578947367,6.0,14,0,No promotion opportunities,0.0,0.9923624506429521,99.23624506429522,High Risk,64.57110207016974,Medium,99.23624506429522,30-40
5066,32,1,Travel Frequently,Cyber Security,44,Graduation,3,Female,83428,3,3,QA Analyst,1,Single,9,No,91,2,4,3,0,4,1.0,-1,27809.333333333332,4.5,0.0,-2,0,Poor management support,-0.4,0.8790496371934017,87.90496371934017,High Risk,74.33617006811886,High,87.90496371934017,30-40
5067,59,0,Travel Rarely,IT Services,23,Degree,3,Female,185616,5,2,QA Analyst,5,Single,3,No,27,16,2,6,8,1,0.35294117647058826,5,92808.0,0.1875,1.3333333333333333,15,0,Supportive management,0.5,0.01764303888387922,1.7643038883879218,Low Risk,0.31134774500963325,Low,1.7643038883879218,50-60
5068,32,0,No Travel,Network Administration,34,Master's,2,Male,129595,5,8,Technician,1,Married,4,No,19,12,3,3,10,5,0.23076923076923078,-2,16199.375,0.3333333333333333,3.3333333333333335,7,0,Career growth is good,0.7,0.11378063089824347,11.378063089824348,Low Risk,37.30201113349841,Low,11.378063089824348,30-40
5069,32,0,Travel Rarely,Software Development,1,Master's,1,Female,139671,5,4,HR,5,Divorced,7,Yes,68,14,3,8,0,5,0.5333333333333333,3,34917.75,0.5,0.0,9,0,Good work life balance,0.7,0.0006893869405648027,0.06893869405648027,Low Risk,0.012165651892320047,Low,0.06893869405648027,30-40
5070,56,0,Travel Rarely,IT Services,4,Graduation,4,Male,141381,1,6,Software Engineer,3,Single,1,No,55,19,3,7,3,4,0.35,3,23563.5,0.05263157894736842,0.42857142857142855,15,0,Good work life balance,0.7,0.005072158389105066,0.5072158389105066,Low Risk,64.79539103039598,Medium,0.5072158389105066,50-60
5071,30,1,Travel Rarely,Network Administration,40,Graduation,1,Male,152854,1,1,Business Analyst,4,Divorced,7,No,55,6,3,9,5,5,1.2857142857142858,4,152854.0,1.1666666666666667,0.5555555555555556,1,0,Salary is low,0.0,0.9732173322859284,97.32173322859285,High Risk,73.05677645210463,High,97.32173322859285,18-30
5072,34,0,Travel Rarely,Software Development,17,Master's,2,Female,174550,3,1,Developer,4,Divorced,9,No,68,1,2,4,0,1,2.0,3,174550.0,9.0,0.0,0,0,I am happy with my team,0.8,0.25565164147349784,25.565164147349783,Low Risk,36.86444073188525,Low,25.565164147349783,30-40
5073,49,1,No Travel,Software Development,26,Master's,2,Female,65374,4,4,IT,2,Married,10,No,34,8,1,1,0,2,0.1111111111111111,-1,16343.5,1.25,0.0,6,0,No promotion opportunities,0.0,0.9415318673928272,94.15318673928272,High Risk,54.85056236575577,Medium,94.15318673928272,40-50
5074,26,0,Travel Rarely,Network Administration,14,Master's,2,Female,61215,4,6,HR,4,Single,1,Yes,7,2,2,1,0,6,0.3333333333333333,-5,10202.5,0.5,0.0,-4,0,I am happy with my team,0.8,0.0037505981955266916,0.37505981955266915,Low Risk,20.65442232109753,Low,0.37505981955266915,18-30
5075,57,0,Travel Frequently,Cyber Security,46,Graduation,2,Female,64849,4,5,Technician,5,Married,0,Yes,93,2,4,6,7,0,2.0,6,12969.8,0.0,1.1666666666666667,2,0,Career growth is good,0.7,0.14119740349197793,14.119740349197793,Low Risk,14.256424767505493,Low,14.119740349197793,50-60
5076,37,0,Travel Rarely,Network Administration,32,Master's,5,Male,173277,2,3,IT,2,Single,10,No,100,1,4,1,7,8,0.5,-7,57759.0,10.0,7.0,-7,0,I am happy with my team,0.8,0.005534085402167608,0.5534085402167608,Low Risk,61.862366212979424,Medium,0.5534085402167608,30-40
5077,43,1,Travel Frequently,Network Administration,36,Graduation,2,Male,122879,1,6,Support,2,Married,9,No,93,2,3,1,7,2,0.3333333333333333,-1,20479.833333333332,4.5,7.0,0,0,High stress workload,0.16,0.9991880968508967,99.91880968508967,High Risk,91.16214288560407,High,99.91880968508967,40-50
5078,44,0,No Travel,Data Science,20,Degree,1,Male,163686,1,4,Consultant,3,Divorced,5,No,32,10,2,2,10,1,0.18181818181818182,1,40921.5,0.5,5.0,9,0,Supportive management,0.5,0.8064154268412518,80.64154268412518,High Risk,78.93674282661031,High,80.64154268412518,40-50
5079,38,1,Travel Rarely,Software Development,16,Graduation,2,Female,113708,3,5,Software Engineer,3,Married,4,No,29,4,3,0,4,2,0.0,-2,22741.6,1.0,inf,2,0,Poor management support,-0.4,0.9051095821544959,90.51095821544959,High Risk,57.14899262625581,Medium,90.51095821544959,30-40
5080,35,0,Travel Rarely,Software Development,19,Graduation,1,Female,92833,5,1,Director,3,Divorced,8,Yes,32,16,4,0,10,1,0.0,-1,92833.0,0.5,inf,15,0,Supportive management,0.5,0.06301643261497025,6.301643261497025,Low Risk,18.759113516734768,Low,6.301643261497025,30-40
5081,30,1,No Travel,Cyber Security,45,Degree,2,Female,32121,1,5,Help Desk,5,Single,0,No,61,8,1,4,8,8,0.4444444444444444,-4,6424.2,0.0,2.0,0,0,Salary is low,0.0,0.9457490432027995,94.57490432027996,High Risk,63.748512527108225,Medium,94.57490432027996,18-30
5082,33,0,Travel Frequently,Cyber Security,39,Below College,2,Female,68423,4,8,Support,5,Single,10,No,59,0,2,6,10,4,6.0,2,8552.875,inf,1.6666666666666667,-4,0,I am happy with my team,0.8,0.21907647429374555,21.907647429374556,Low Risk,15.630761311066099,Low,21.907647429374556,30-40
5083,26,0,Travel Rarely,Data Science,24,Degree,5,Male,79050,2,8,Support,5,Married,5,No,22,2,3,8,7,3,2.6666666666666665,5,9881.25,2.5,0.875,-1,0,Good work life balance,0.7,0.004174645273606594,0.4174645273606594,Low Risk,35.36778785776953,Low,0.4174645273606594,18-30
5084,29,0,Travel Rarely,Data Science,14,Master's,2,Female,198558,5,2,Developer,4,Married,6,No,90,19,3,10,7,2,0.5,8,99279.0,0.3157894736842105,0.7,17,0,Supportive management,0.5,0.004474727468415085,0.4474727468415085,Low Risk,8.902495190619089,Low,0.4474727468415085,18-30
5085,61,0,Travel Rarely,Data Science,29,PhD,4,Male,72225,5,3,Support,1,Divorced,8,No,98,7,1,0,4,8,0.0,-8,24075.0,1.1428571428571428,inf,-1,0,Career growth is good,0.7,0.0036054255020737916,0.3605425502073792,Low Risk,35.35774280297777,Low,0.3605425502073792,
5086,55,0,No Travel,Cyber Security,42,Below College,5,Male,173816,2,7,Business Analyst,3,Single,5,No,55,14,2,2,9,8,0.13333333333333333,-6,24830.85714285714,0.35714285714285715,4.5,6,0,Supportive management,0.5,0.15973242768935234,15.973242768935233,Low Risk,55.75998401804739,Medium,15.973242768935233,50-60
5087,36,0,Travel Frequently,Network Administration,14,Graduation,5,Female,60959,2,8,Help Desk,2,Divorced,1,No,42,12,5,0,1,2,0.0,-2,7619.875,0.08333333333333333,inf,10,0,Career growth is good,0.7,0.01701057020535057,1.7010570205350568,Low Risk,62.06489241538854,Medium,1.7010570205350568,30-40
5088,24,0,No Travel,Software Development,11,Degree,4,Female,143726,1,2,Support,2,Married,6,No,10,2,5,1,1,4,0.3333333333333333,-3,71863.0,3.0,1.0,-2,0,Supportive management,0.5,0.002965279362086505,0.2965279362086505,Low Risk,73.58174022403682,High,0.2965279362086505,18-30
5089,52,0,Travel Rarely,Software Development,11,Graduation,5,Male,48962,2,2,Software Engineer,2,Married,10,No,19,5,5,0,4,7,0.0,-7,24481.0,2.0,inf,-2,0,Good work life balance,0.7,0.00012961448384961352,0.012961448384961351,Low Risk,61.76699319677381,Medium,0.012961448384961351,50-60
5090,35,1,Travel Rarely,IT Services,47,Graduation,2,Female,148327,3,8,Support,1,Married,7,Yes,70,17,3,10,6,8,0.5555555555555556,2,18540.875,0.4117647058823529,0.6,9,0,Poor management support,-0.4,0.9765506086342964,97.65506086342964,High Risk,76.05677544648758,High,97.65506086342964,30-40
5091,33,0,Travel Rarely,Cyber Security,40,Degree,4,Female,164997,5,8,Consultant,5,Married,4,No,69,14,3,10,1,6,0.6666666666666666,4,20624.625,0.2857142857142857,0.1,8,0,I am happy with my team,0.8,0.0007125393123469311,0.0712539312346931,Low Risk,0.012574223159063489,Low,0.0712539312346931,30-40
5092,56,0,Travel Rarely,Cyber Security,24,Degree,2,Female,152332,5,5,Help Desk,5,Single,7,No,92,20,2,1,9,6,0.047619047619047616,-5,30466.4,0.35,9.0,14,0,Career growth is good,0.7,0.1295126199345384,12.951261993453839,Low Risk,2.285516822374207,Low,12.951261993453839,50-60
